Time;Year;Country Name;Country Code;Population, total [SP.POP.TOTL];CO2 emissions (kt) [EN.ATM.CO2E.KT];Methane emissions (kt of CO2 equivalent) [EN.ATM.METH.KT.CE];Nitrous oxide emissions (thousand metric tons of CO2 equivalent) [EN.ATM.NOXE.KT.CE];Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent) [EN.ATM.GHGO.KT.CE];Electric power consumption (kWh per capita) [EG.USE.ELEC.KH.PC];Fossil fuel energy consumption (% of total) [EG.USE.COMM.FO.ZS];Renewable energy consumption (% of total final energy consumption) [EG.FEC.RNEW.ZS];Energy imports, net (% of energy use) [EG.IMP.CONS.ZS];Electricity production from renewable sources, excluding hydroelectric (% of total) [EG.ELC.RNWX.ZS];Electricity production from oil, gas and coal sources (% of total) [EG.ELC.FOSL.ZS];Electricity production from nuclear sources (% of total) [EG.ELC.NUCL.ZS];Electricity production from hydroelectric sources (% of total) [EG.ELC.HYRO.ZS];Renewable electricity output (% of total electricity output) [EG.ELC.RNEW.ZS];Adjusted net national income per capita (constant 2015 US$) [NY.ADJ.NNTY.PC.KD];Manufacturing, value added (constant 2015 US$) [NV.IND.MANF.KD];Energy use (kg of oil equivalent per capita) [EG.USE.PCAP.KG.OE];Alternative and nuclear energy (% of total energy use) [EG.USE.COMM.CL.ZS]
1982;1982;United States;USA;231664000;;;;130211,3;9544,460943;90,0431205;;9,04865571;0,215514793;74,03194012;12,61190717;13,14063792;;25656,5812;;7259,078899;6,494369843
1982;1982;United Kingdom;GBR;56313641;;;;15051,16281;4480,335413;93,80622994;;-15,85933094;0;82,14711642;16,18545621;1,667427377;;18280,06794;;3397,122289;6,193770057
1982;1982;Italy;ITA;56543548;;;;7551,796531;3132,771223;92,58894558;;81,90729019;1,936466732;71,51837471;3,742039092;22,80311947;;18210,92308;;2206,542734;6,16502501
1982;1982;Germany;DEU;78333366;;;;19448,71094;5822,027359;91,96987316;;42,1162319;0,565039339;78,82181287;15,89928841;4,216325685;;19072,88437;;4257,864407;6,338666172
1982;1982;France;FRA;55694106;;;;14687,14063;4620,524836;76,61918614;;65,22688035;0,285131505;35,26365687;39,1136504;25,33756123;;19858,73417;1,53E+11;3281,7243;18,89133323
1982;1982;Belgium;BEL;9856303;;;;311,2671484;4904,070015;89,88439231;;78,13933958;0,092040498;67,46768578;31,34179039;0,666293169;;20106,46012;;4208,257802;9,910758664
1982;1982;Netherlands;NLD;14312690;;;;17013,41309;4237,777804;97,56313365;;-6,054765917;0,439381881;93,0992174;6,461400716;0;;22400,57985;40630779232;3785,115936;1,874625601
1982;1982;Sweden;SWE;8325263;;;;1456,857131;11440,23919;52,31005014;;52,97219947;1,006913739;4,38138114;39,23647399;55,33603987;;25635,84895;27782429169;4877,799897;36,71858976
1982;1982;Switzerland;CHE;6391309;;;;1164,360674;6189,342434;64,34925893;;59,50245196;0,742743963;1,241715548;28,82037023;69,19517026;;;;2984,223263;37,120833
1982;1982;Japan;JPN;118480000;;;;7125,31;4695,391627;88,51455278;;84,60848709;1,709307188;66,43195084;17,69958909;14,10126591;;17142,93451;;2839,865201;10,34465321
1983;1983;Canada;CAN;25366451;;;;-45743,24531;13457,06579;77,00906144;;-15,42000296;0,511242429;22,35809038;11,91918201;65,21148518;;21265,72158;;7076,523318;20,29038404
1983;1983;United States;USA;233792000;;;;157170,5;9742,005714;89,45506708;;12,77058101;0,262388528;73,32934538;12,71102146;13,69724463;;26135,41875;;7199,118533;6,847765195
1983;1983;United Kingdom;GBR;56332848;;;;13124,02859;4549,175288;92,95642334;;-22,63269592;0;80,22985336;18,11827976;1,651866878;;18990,58222;;3377,904913;7,04357666
1983;1983;Italy;ITA;56564074;;;;9274,839219;3134,392335;92,52218785;;82,77317122;1,883859219;71,89424182;3,21083344;23,01106552;;18587,17522;;2203,864188;5,939799857
1983;1983;Germany;DEU;78128282;;;;9314,484375;5965,458193;91,65331348;;43,10359394;0,517816321;78,81231518;16,37193012;3,922526793;;19556,88928;;4268,048912;6,599398506
1983;1983;France;FRA;55992656;;;;17923,72375;4713,243108;72,29762216;;61,07499725;0,269502538;27,37922325;48,84259494;23,50867927;;20006,41748;1,56E+11;3349,392999;23,27990656
1983;1983;Belgium;BEL;9855520;;;;535,422207;5043,975356;84,38106338;;73,26181792;0,042414544;52,45522374;46,47477299;0,647785768;;20271,54235;;4156,257407;15,40709434
1983;1983;Netherlands;NLD;14367070;;;;17879,29492;4300,250503;97,54972433;;-9,282171617;0,387259011;93,59597653;6,016764459;0;;22543,37223;41894887210;3935,956879;1,65401468
1983;1983;Sweden;SWE;8329033;;;;1513,182988;12609,02676;48,32813101;;49,29255231;1,331875924;2,609558276;37,66361407;58,36739568;;25710,32573;29372749753;4941,267011;39,24322679
1983;1983;Switzerland;CHE;6418773;;;;2173,857207;6330,493382;65,60011736;;61,72562163;0,758693361;1,281731967;30,09866845;67,86090622;;;;3173,307578;35,11128646
1983;1983;Japan;JPN;119307000;;;;11528,89781;4958,937866;87,43145523;;83,61510558;1,795433534;65,81954192;18,602293;13,71648719;;17461,16471;;2822,740988;11,36461367
1984;1984;Canada;CAN;25607053;;;;-70242,69375;14343,39203;76,84892407;;-21,21227816;0,534770371;22,04526212;11,94709503;65,47287247;;22205,73665;;7368,74044;20,70796405
1984;1984;United States;USA;235825000;;;;154457,8969;10282,37464;88,90104144;;9,513538801;0,320785337;73,471158;13,55141482;12,65664185;;28032,21624;;7443,320017;7,129413541
1984;1984;United Kingdom;GBR;56422072;;;;14192,99594;4597,739693;92,42253227;;-7,929851356;0,000356638;79,3267379;19,25098789;1,421917574;;19376,59831;;3370,524943;7,577468252
1984;1984;Italy;ITA;56576718;;;;9920,192844;3304,327409;91,61572111;;82,24245502;1,932797435;70,6294952;3,833864036;23,60384333;;19113,65102;;2253,718924;6,182176619
1984;1984;Germany;DEU;77858685;;;;13942,17188;6239,971816;90,06462342;;42,89986758;0,525601461;74,69681042;20,72936393;3,671062907;;20186,12843;;4447,316635;8,333852473
1984;1984;France;FRA;56275701;;;;17971,49609;4950,111594;67,52500998;;56,21885146;0,267779937;20,10643013;59,26924591;20,35654403;;20064,55372;1,56E+11;3452,299546;28,6122045
1984;1984;Belgium;BEL;9855372;;;;500,3180469;5285,543762;82,66877761;;71,64506238;0,044701062;47,24529708;51,67256472;0,653753027;;20917,07578;;4334,902427;16,99397754
1984;1984;Netherlands;NLD;14424211;;;;18491,53516;4412,165074;97,87650031;;-5,199209819;0,02707955;94,06161394;5,911306509;0;;23325,27424;44706015641;4147,701528;1,616500568
1984;1984;Sweden;SWE;8336605;;;;1541,833808;13692,98413;44,10861539;;44,14467997;1,503228737;2,062173476;41,3132362;55,08810072;;27037,03216;32095665745;5216,257817;43,94982822
1984;1984;Switzerland;CHE;6441865;;;;1396,599492;6601,038674;63,10152148;;61,19636562;0,744627182;1,164362829;37,2111795;60,87983049;;;;3239,369965;35,52161573
1984;1984;Japan;JPN;120083000;;;;9527,013125;5182,082393;87,10336968;;83,62831557;1,879821375;66,03995592;20,86921921;11,13173205;;18072,45551;;3016,181683;11,6829701
1985;1985;Canada;CAN;25842116;;;;-66521,35938;14857,25859;75,4065927;;-24,99844553;0,365432723;20,27879226;13,18804641;66,16685697;;23054,13039;;7468,096343;21,99816539
1985;1985;United States;USA;237924000;;;;159184,0969;10414,2079;88,30166868;;11,53719375;0,434107865;73,22376006;15,51193797;10,83019411;;28956,75017;;7456,262903;7,830310031
1985;1985;United Kingdom;GBR;56550268;;;;14543,69375;4826,714526;91,89555163;;-18,61358225;0,000339306;77,8819825;20,72991561;1,387762581;;19830,90643;;3550,783791;8,104448867
1985;1985;Italy;ITA;56593071;;;;11343,50825;3391,669627;91,81477521;;82,3905161;1,762539989;71,83447928;3,85432157;22,54865916;;19626,49677;;2284,811298;5,931125144
1985;1985;Germany;DEU;77684873;;;;17417,57813;6448,539859;87,92519035;;41,39994421;0,544029507;69,15667742;26,63304902;3,336983249;;20754,86395;;4598,138495;10,5571291
1985;1985;France;FRA;56569195;;;;17229,57703;5267,407464;64,33921912;;54,2154644;0,250471459;16,25437157;65,42034249;18,07481448;;20439,03362;1,58E+11;3603,082879;31,33912607
1985;1985;Belgium;BEL;9858308;;;;973,1117383;5502,668409;79,1509524;;68,35948315;0,094207149;37,42867808;61,5030484;0,5101406;;21522,65185;;4474,062993;20,50009147
1985;1985;Netherlands;NLD;14491632;;;;18510,62402;4517,089587;97,45564327;;-9,392251882;0,700589385;93,1005449;6,194099798;0,004765914;;23203,90591;46050279269;4184,429814;1,6760787
1985;1985;Sweden;SWE;8350386;;;;1776,303343;14950,32685;43,42663484;;43,12545592;1,324163792;3,767421762;42,88957734;51,99100623;;27527,57923;32850510813;5656,192899;45,2386309
1985;1985;Switzerland;CHE;6470365;;;;1925,611743;6854,327383;60,78701991;;57,36884073;0,657219511;1,017339791;40,6179664;57,7074743;;;;3412,391109;39,16479947
1985;1985;Japan;JPN;120837000;;;;11522,62313;5324,13913;84,96822914;;81,52426947;1,904216415;61,66017684;23,9268541;12,42598671;;19241,02624;;3003,173879;13,7777004
1986;1986;Canada;CAN;26100278;;;;-62697,3;15363,39958;73,56401829;;-22,09220066;0,398097669;18,08131865;15,21245395;66,3072759;;23467,01434;;7521,886893;23,41053704
1986;1986;United States;USA;240133000;;;;154790,1969;10424,4273;87,65663266;;12,04864653;0,462283178;71,78360313;16,62598059;11,12813309;;29692,08084;;7376,096238;8,413965669
1986;1986;United Kingdom;GBR;56681396;;;;15919,67672;4953,653576;92,06996551;;-21,32033306;0,000334052;78,67214511;19,73543118;1,592089659;;20841,44873;;3597,944694;7,750601207
1986;1986;Italy;ITA;56596155;;;;12212,15522;3490,343116;91,45783237;;81,03494543;1,949760449;71,65779931;4,636438233;21,75600201;;20726,1866;;2311,548072;6,259795692
1986;1986;Germany;DEU;77720436;;;;28733,45313;6530,238714;88,65357083;;43,90763362;0,498262788;70,58946404;25,00685111;3,557979583;;21790,61283;;4589,153656;10,00772692
1986;1986;France;FRA;56865193;;;;18142,01172;5520,793713;61,28573804;;51,7617752;0,251266734;11,93350584;70,48642023;17,3288072;;21433,42594;1,57E+11;3640,011773;34,67537017
1986;1986;Belgium;BEL;9861823;;;;1209,848984;5617,419822;77,06576913;;67,85291479;0,206521928;30,20947224;68,36743548;0,595269086;;22488,52501;;4633,920017;22,52967407
1986;1986;Netherlands;NLD;14572278;;;;19176,05859;4566,68477;97,78462118;;0,947676687;0,824920337;92,89287948;6,277733107;0,004467078;;23786,40283;47605143977;4317,315591;1,746947135
1986;1986;Sweden;SWE;8369829;;;;1740,358334;14858,36807;41,75551158;;40,9247309;1,438254975;3,741201008;50,65829495;44,12314244;;28916,24336;33116165144;5878,801467;47,6986108
1986;1986;Switzerland;CHE;6504124;;;;1676,781848;6994,485345;61,78010412;;58,58963978;0,810031658;1,061176845;39,93739057;58,19140093;;;;3544,52206;37,880263
1986;1986;Japan;JPN;121482000;;;;14074,50531;5328,229697;84,56660031;;81,23058244;2,056909212;60,72352422;25,07867633;12,04224681;;19901,14824;;3020,809124;14,170292
1987;1987;Canada;CAN;26446601;;;;-70002,15469;15798,28727;73,79490756;;-24,55438908;0,465896084;20,24491786;15,56903;63,71935;;23933,9445;;7671,1996;23,65510055
1987;1987;United States;USA;242289000;;;;-2819,196875;10886,85826;87,37781446;;13,85497913;0,479024815;73,04385013;17,76050011;8,716624951;;30502,63864;;7622,173017;8,444703923
1987;1987;United Kingdom;GBR;56802050;;;;12925,89602;5082,439806;92,3375625;;-17,8577414;0;80,31620055;18,31231518;1,371484266;;21690,97582;;3619,077269;7,175690844
1987;1987;Italy;ITA;56601931;;;;-3440,106938;3662,666562;93,38343377;;82,24570295;1,969317976;78,0202933;0,08774938;19,92263934;;21559,7205;;2407,256353;4,410673524
1987;1987;Germany;DEU;77839920;;;;47178,85547;6666,219595;87,90540584;;44,4739263;0,434899815;68,69531941;26,71702481;3,833603221;;22204,41248;;4616,397062;10,79825747
1987;1987;France;FRA;57168409;;;;26940,8468;5665,174275;60,41852402;;51,092655;0,24598743;10,49245302;70,53410618;18,72745337;;21934,31262;1,57E+11;3710,934268;35,55923602
1987;1987;Belgium;BEL;9870234;;;;1034,624844;5876,962998;76,44918324;;68,96125443;0,237457282;31,11492612;67,33357935;0,688305229;;23232,21645;;4727,686395;23,51794301
1987;1987;Netherlands;NLD;14665037;;;;16098,4707;4722,933873;97,86305314;;3,731590376;1,028953946;93,77219778;5,197386691;0,001461582;;23999,23873;48524327697;4387,670689;1,440621516
1987;1987;Sweden;SWE;8397804;;;;3684,506049;15746,25938;40,00648716;;39,24031166;1,346102468;3,229960884;46,16138159;49,21871254;;29837,44507;33857571902;5763,070441;49,05328076
1987;1987;Switzerland;CHE;6545106;;;;3509,668545;7163,214775;59,89166127;;56,29119487;0,869121524;1,037503189;39,12407518;58,96930011;;;;3430,855513;40,06586771
1987;1987;Japan;JPN;122069000;;;;11295,47062;5640,965356;83,4724417;;80,72037556;2,077247055;61,00789469;26,33311408;10,48889849;;20579,69973;;3044,663715;15,22234646
1988;1988;Canada;CAN;26791747;;;;-55033,1;16389,3381;74,02295139;;-29,11820148;0,491264002;22,34845939;16,38212234;60,7773635;;24766,61255;;7885,2444;22,88449569
1988;1988;United States;USA;244499000;;;;196775,4031;11298,33251;87,07723872;;15,66895265;0,444989962;72,71828056;19,54453434;7,292195146;;32052,58078;;7849,75397;9,007786053
1988;1988;United Kingdom;GBR;56928327;;;;19644,90047;5232,737649;91,28950432;;-12,7954787;0,000326058;77,70090057;20,69032977;1,608443595;;22842,13866;;3643,006881;8,178464983
1988;1988;Italy;ITA;56629288;;;;17460,70516;3825,917783;92,90484374;;81,73559446;1,990632319;77,74129254;0;20,26807514;;22444,63677;;2462,796778;4,407992725
1988;1988;Germany;DEU;78144619;;;;45346,39062;6776,307912;86,91009483;;44,072169;0,434282748;66,83988017;28,66339249;3,667459318;;23115,63326;;4629,177666;11,80780512
1988;1988;France;FRA;57472651;;;;16955,03711;5753,484383;59,39941239;;50,54887084;0,236525964;9,549703766;70,60440968;19,60936059;;23060,11696;1,64E+11;3675,419897;37,1975641
1988;1988;Belgium;BEL;9901664;;;;1014,620195;6057,062732;76,08510889;;71,5570963;0,291287709;31,7286686;66,7823554;0,556235571;;24548,4377;;4770,948398;23,84446611
1988;1988;Netherlands;NLD;14760094;;;;20712,5625;4924,155632;97,15102967;;13,34624964;1,222507937;93,49528092;5,279338036;0,002873109;;24427,59452;49851955289;4321,10053;1,506137126
1988;1988;Sweden;SWE;8436489;;;;1562,751533;15895,8306;40,04288235;;39,57182484;1,404824191;2,90234206;47,66789572;47,97962112;;30265,664;35017371855;5854,499662;48,79845938
1988;1988;Switzerland;CHE;6593386;;;;1862,69613;7203,885833;60,1091478;;56,48926472;0,859613258;0,975233754;38,19162841;59,97352458;;;;3436,875833;39,88226463
1988;1988;Japan;JPN;122578000;;;;15164,00531;5906,475877;84,73903951;;82,46639072;2,136913792;61,80929912;23,88058305;12,06881111;;21983,48619;;3243,604578;13,95701986
1989;1989;Canada;CAN;27276781;;;;64806,35;16464,03951;75,05195139;;-26,14821545;0,696137906;24,97987867;15,99135083;58,33183174;;24973,33696;;7963,297905;21,35515029
1989;1989;United States;USA;246819000;;;;160964,0031;11531,93231;87,09328724;;16,9955043;2,274475476;71,59522438;17,94071139;8,189588751;;32403,16617;;7890,287202;9,31670015
1989;1989;United Kingdom;GBR;57076711;;;;22310,20766;5295,224527;89,92769081;;-1,000834609;0,002878388;75,53625969;22,94203246;1,518829456;;23210,31357;;3626,297861;9,235082973
1989;1989;Italy;ITA;56671781;;;;18914,04797;4007,179517;93,29463062;;82,65964036;1,54551819;81,94577892;0;16,44352171;;23098,68125;;2566,108925;4,020536553
1989;1989;Germany;DEU;78751283;;;;43684,36719;6835,329908;86,45118434;;43,60711721;0,455689571;66,85432466;29,00464122;3,268585945;;23712,89298;;4514,704706;12,32681144
1989;1989;France;FRA;57766282;;;;16812,0243;5878,082997;58,84821173;;50,29522307;0,335039922;12,74465101;75,31732146;11,55714264;;23689,81098;1,71E+11;3807,328555;37,92262508
1989;1989;Belgium;BEL;9937697;;;;714,676582;6205,76377;77,01784999;;72,82017884;0,296065912;36,94394186;61,63105402;0,456061127;;25422,2611;;4798,926451;22,58341884
1989;1989;Netherlands;NLD;14848907;;;;20997,83789;5052,627779;97,12597864;;7,285142079;1,263518138;93,18412047;5,501711157;0,05065024;;25346,59143;52137044796;4323,85818;1,64165422
1989;1989;Sweden;SWE;8492964;;;;1446,50845;15680,86242;39,09301733;;39,0010451;1,535167511;2,274063086;45,90318789;50,20151698;;30689,6897;35181582660;5594,552973;48,97462212
1989;1989;Switzerland;CHE;6646912;;;;2570,067092;7369,28667;58,75921407;;57,83133947;0,984204357;1,138625835;42,48637184;55,39079797;;;;3339,083472;38,44560076
1989;1989;Japan;JPN;123069000;;;;15101,92319;6239,30478;84,91936201;;82,90550971;2,147955423;63,14784833;23,04050095;11,55886781;;22972,43379;;3352,005932;13,75234057
1990;1990;Canada;CAN;27691138;419490;68970,00122;40220;-123864,3047;16167,37456;73,60549156;22,02075369;-30,83575524;0,820262177;22,47568153;15,13709415;61,55845665;62,37871882;24468,2331;;7630,092306;19,67487675
1990;1990;United States;USA;249623000;4844520;649960,022;240270;-11271;11713,3317;86,43783832;4,175462186;13,70963091;3,000143936;69,06322661;19,09537023;8,528502913;11,52864685;32417,83004;;7671,773066;9,451116353
1990;1990;United Kingdom;GBR;57247586;561770;109010,0021;58120;-1713,732422;5356,57521;90,65258583;0,651133978;-1,007999989;0,190083555;77,4533839;20,6917279;1,638683892;1,828767447;23483,71627;1,84E+11;3597,051621;8,576423314
1990;1990;Italy;ITA;56719240;405260;48740,00168;26420;-15197,32031;4144,907442;93,43818883;3,781463481;82,72796816;1,538374924;83,59958151;0;14,83764726;16,37602218;23648,37456;2,52E+11;2583,888077;2,201918821
1990;1990;Germany;DEU;79433029;955310;100000;65350;-40398,96484;6639,731691;86,83788464;2,098033775;46,99361958;0,304391491;68,01752944;27,84040902;3,181959281;3,486350771;24894,70393;;4421,364531;11,83498685
1990;1990;France;FRA;58044701;356240;70709,99908;61290;-12539,65234;5988,66036;58,15395849;10,40801913;50,05898729;0,458534177;11,29389092;75,28325811;12,91134447;13,36987864;24169,06716;1,78E+11;3859,28383;38,27005326
1990;1990;Belgium;BEL;9967379;109310;13260,00023;8170;-5542,092773;6380,31322;75,81586996;1,269461495;72,66476603;0,411142093;37,80515564;60,77789791;0,378421442;0,789563535;25985,31318;;4809,867268;23,3009151
1990;1990;Netherlands;NLD;14951510;148380;29709,99908;15800;710,5917969;5218,202041;98,04491406;1,201611136;7,824583928;1,001834149;93,22476656;4,866051578;0,118108048;1,119942197;25736,61689;53941562109;4394,54209;1,631609338
1990;1990;Sweden;SWE;8558835;53350;8550,000191;6070;-2657,744141;15836,03376;37,29495717;34,06199197;37,10664062;1,335077817;2,211886234;46,70717339;49,66503178;51,0001096;30254,92573;34511628939;5514,55753;48,78334945
1990;1990;Switzerland;CHE;6715519;43330;6440,000057;2840;-2386,600708;7445,292017;58,47535736;17,12391004;57,74532219;0,801934827;1,374745418;42,98079721;54,18060809;54,98254292;;77641821205;3627,692811;35,04956309
1990;1990;Japan;JPN;123478000;1090530;37470,00122;27620;-39362,40625;6808,79185;84,55205339;4,550664024;82,9987386;1,296419604;54,85773422;23,18152281;9,958317909;11,25473751;24024,31612;;3552,858582;13,88412249
1991;1991;Canada;CAN;28037420;413300;70230,00336;39950;-130731,8047;16181,58875;72,29038202;22,19784052;-36,5602825;0,783540921;21,87817748;16,70334598;60,62687207;61,41041299;23897,61815;;7517,330304;21,19362784
1991;1991;United States;USA;252981000;4807500;651919,9829;239320;-15758,5;12134,17213;85,69473785;4,507919594;14,94270765;1,902890727;68,8630645;19,95148838;8,854523502;10,75741423;32128,23205;;7631,467806;9,987583993
1991;1991;United Kingdom;GBR;57424897;570680;109440,0024;57220;3725,669922;5451,677171;90,1991746;0,608264131;-0,849830713;0,217518484;76,3642361;21,95194055;1,438920561;1,656439045;23321,5303;1,75E+11;3707,951971;8,871404325
1991;1991;Italy;ITA;56758521;404070;47779,99878;26550;-15336,69531;4224,740106;92,89537208;4,66941317;82,63412125;1,510650083;79,10404717;0;19,33586329;20,84651337;24051,54189;2,52E+11;2645,673237;2,756485075
1991;1991;Germany;DEU;80013896;932550;97150,00153;64270;-41129,97266;6564,797195;87,09636477;1,988632809;51,11785366;0,389678739;68,6355272;27,47701679;2,779073804;3,168752543;25693,35794;5,30E+11;4302,891175;11,60940793
1991;1991;France;FRA;58557577;380650;70620,00275;61750;-11528,25781;6359,962606;57,94478445;11,01222193;49,94910291;0,465443788;13,36146958;73,36828959;12,75475408;13,22019787;24071,19162;1,78E+11;4043,218745;38,19109367
1991;1991;Belgium;BEL;10004486;113960;13350,00038;8100;-5006,775391;6655,414381;76,39700683;1,215081737;74,09473376;0,431264574;38,32354676;60,20987273;0,321692468;0,752957042;26444,93568;;5006,004706;22,3835273
1991;1991;Netherlands;NLD;15069798;154510;30020,00046;15930;-1442,073242;5327,476851;96,5459019;1,169571601;2,860092812;1,117175737;93,51607873;4,475424823;0,139815014;1,256990751;26364,50617;54355932998;4603,733175;1,502018662
1991;1991;Sweden;SWE;8617375;54240;8489,999771;5840;-2430,532227;15932,92621;35,52821961;32,45879153;35,45744945;1,274409743;3,365312649;52,22902633;43,02646799;44,30087773;29928,26525;32899839663;5650,541377;50,5926071
1991;1991;Switzerland;CHE;6799978;45670;6349,999905;2820;-2118,489258;7538,406742;58,67384013;17,47275048;57,69506049;0,773503973;1,800154701;40,35053794;56,3901976;57,16370157;;77999199294;3637,19412;34,44305686
1991;1991;Japan;JPN;123964000;1103980;37479,99954;26940;-31571,89844;7006,59869;83,88476789;4,730569218;82,26399862;1,28733499;54,81773854;23,69326841;10,56939988;11,85673487;24477,52641;;3574,005929;14,54387355
1992;1992;Canada;CAN;28371264;426370;72709,99908;40460;-140745;16164,41904;73,43636302;21,92998463;-37,54038478;0,869917871;22,82352353;15,48822843;60,80929655;61,67921442;23498,0995;;7601,685177;20,15219003
1992;1992;United States;USA;256514000;4879630;654789,978;243790;-12788,20313;12014,95825;85,57482233;4,763083108;16,33852962;2,138600384;69,54947369;20,05658294;7,777509733;9,916110117;32777,20004;;7677,401401;9,754804027
1992;1992;United Kingdom;GBR;57580402;557890;109680,0003;51990;-249,9726563;5452,393333;89,21274479;0,840737796;-1,318292605;0,30499834;73,91042944;24,05134243;1,70066323;2,005661571;23851,29965;1,75E+11;3684,724535;9,707945741
1992;1992;Italy;ITA;56797087;402270;47869,99893;25970;-15495,25781;4310,537968;92,58124189;4,839463242;81,7361865;1,601936515;79,26644152;0;18,95198232;20,55391884;24076,28333;2,51E+11;2627,340008;2,795820813
1992;1992;Germany;DEU;80624598;892820;91699,99695;64290;-27665,70313;6445,874;85,95284872;2,062621895;51,69083385;0,438096809;65,76380249;29,7568544;3,259867484;3,697964293;26087,4406;5,14E+11;4190,98422;12,75903987
1992;1992;France;FRA;58849943;368590;70080,00183;59650;-12066,97266;6475,928108;56,15970578;11,25820176;48,35533368;0,46390195;10,92060842;73,57324064;14,99007632;15,45397827;24560,78478;1,79E+11;3954,088792;39,976332
1992;1992;Belgium;BEL;10045158;112330;13159,99985;7730;-4701,380859;6850,663773;75,93220102;1,194333201;74,86704821;0,38650049;37,43873407;60,8542221;0,477524156;0,864024646;26930,62584;;5040,67044;22,46052454
1992;1992;Netherlands;NLD;15184166;153250;29540,00092;15990;463,1503906;5441,655472;96,8895722;1,213752817;1,408861802;1,132583455;92,97927696;4,918648148;0,155325731;1,287909186;26349,41711;54957753871;4502,54008;1,71838683
1992;1992;Sweden;SWE;8668067;56750;8630,000114;5950;-2556,15625;15544,41146;36,9083497;33,23216078;36,66767278;1,398558272;4,00038373;43,54237474;50,93465629;52,33321456;28921,11687;31331479304;5369,370357;47,16521907
1992;1992;Switzerland;CHE;6875364;45700;6269,999981;2790;-2081,826904;7430,297509;58,75908141;17,29862548;57,27538271;0,831732748;2,121347236;40,21127727;56,07765126;56,909384;;78085407326;3613,284329;34,83084035
1992;1992;Japan;JPN;124425000;1115060;37919,99817;27260;-22830,80469;7023,532248;83,95401954;4,197714901;82,3991653;1,280784487;55,43669717;24,68432028;8,882103276;10,16288776;24348,36286;;3644,19476;14,56544453
1993;1993;Canada;CAN;28684764;422050;74300,00305;40230;-151013,1016;16320,1273;72,57768592;21,80305888;-42,89238622;0,916903613;20,61407548;17,6534484;60,80542437;61,72232798;23831,8928;;7770,546448;21,2060513
1993;1993;United States;USA;259919000;4995210;647770,0195;246930;-7607,09375;12261,52378;86,11796479;4,281528407;20,28709268;2,13113884;70,14480233;19,07660872;8,353186772;10,48432561;33004,47434;;7709,496589;9,577852934
1993;1993;United Kingdom;GBR;57718614;541380;110839,9963;47970;3679,71875;5491,989118;87,79016543;0,775204971;-4,24104824;0,440209535;70,39248908;27,77827864;1,337416256;1,777625791;24768,82846;1,78E+11;3713,185819;11,09932994
1993;1993;Italy;ITA;56831821;396930;47610,00061;25760;-14445,04102;4303,645312;92,27029006;4,771495295;80,93875062;1,728366971;79,21772964;0;18,85139594;20,57976291;23680,62608;2,44E+11;2611,990438;2,821864821
1993;1993;Germany;DEU;81156363;887060;90180,00031;61230;-22958,63672;6288,41635;86,00930916;2,110931085;54,57236631;0,505658514;65,92699914;29,3358495;3,421711928;3,927370442;25473,97987;4,76E+11;4122,69574;12,48946532
1993;1993;France;FRA;59106166;349420;70220,00122;59890;-11919,62305;6453,066166;54,19402551;10,86013257;46,56741698;0,420735265;7,310913992;78,39558483;13,81761893;14,23835419;24330,10085;1,75E+11;4001,942285;42,47347777
1993;1993;Belgium;BEL;10084475;110110;12970,00027;7950;-4587,998047;6881,072143;75,93501516;0,956473288;75,52073486;0,36107781;38,54113147;59,83758634;0,362504995;0,723582805;27045,83032;;4902,269974;22,18887683
1993;1993;Netherlands;NLD;15290368;158150;28920,00008;16350;1299,078125;5494,112372;97,60032633;1,212133263;0,572735703;1,315465467;92,52971138;5,116707059;0,119234308;1,434699776;26636,64573;54566216757;4510,582152;1,77950084
1993;1993;Sweden;SWE;8718561;56500;8579,999924;6140;-2551,059082;15506,8021;36,87733538;34,38515226;36,95999738;1,52843088;4,632797924;42,26937562;51,39589802;52,9243289;27525,65103;31406046093;5334,166498;46,23260095
1993;1993;Switzerland;CHE;6938265;43450;6239,999771;2740;-1851,044312;7235,094076;57,53645147;18,3554219;54,99205308;0,791981597;1,337495892;38,36838646;58,78080841;59,57279001;;78074620541;3490,886554;35,96953536
1993;1993;Japan;JPN;124829000;1107610;37959,99908;27210;-20929;7077,361831;82,42967512;4,435606712;80,93673282;1,243937051;53,78712034;27,27229956;10,2105907;11,45452775;24118,00238;;3655,966843;16,11641746
1994;1994;Canada;CAN;29000663;436760;76010,00214;42280;-170266,8984;16388,2805;71,6982666;21,69269302;-47,83575721;1,042879535;20,06647795;19,40601757;59,35757181;60,40045134;24581,46297;;7957,245633;21,91553068
1994;1994;United States;USA;263126000;5066810;660090,0269;254050;-11868,20313;12455,16217;85,91212906;4,088641398;18,79600376;2,134809652;70,26371519;19,66840777;7,612425873;9,747235524;34103,88813;;7757,830822;9,751877466
1994;1994;United Kingdom;GBR;57865745;535180;112580,0018;48550;3923,607422;5380,264265;87,79003822;1,021428484;-13,25833218;0,572573102;70,59047947;27,16168652;1,567268879;2,139841981;26137,74513;1,86E+11;3732,521114;10,93077666
1994;1994;Italy;ITA;56843400;392290;48080,00183;25060;-13111,23828;4439,319253;92,08793745;5,248022105;79,87048442;1,565970097;78,71819533;0;19,52347644;21,08944653;23993,38525;2,61E+11;2578,465978;3,014184591
